55 0.007069 50316 20588 13617 23 19 34 23 19 34 1464 255
60 0.006759 60420 24722 16347 23 23 34 23 23 34 1761 177
72 0.006457 72518 29674 19623 23 24 34 23 24 34 2113 184
78 0.006595 84626 34632 22899 23 28 34 23 28 34 2468 211
84 0.006777 98732 40402 26721 23 33 34 23 33 34 2875 248
98 0.007238 115231 47158 31180 23 32 34 23 32 34 3362 277
105 0.010038 131726 53912 35639 23 32 34 23 32 34 3848 268
112 0.009304 150576 61626 40735 23 34 34 23 34 34 4401 266
128 0.008450 172134 70458 46559 23 36 34 23 36 34 5041 234
136 0.009093 193618 79248 52383 23 38 37 23 38 37 5660 379
144 0.009801 217840 89158 58935 23 43 40 23 43 40 6367 494
162 0.010090 245046 100290 66306 23 42 43 23 42 43 7154 581
171 0.011597 272250 111420 73677 23 42 43 23 42 43 7940 731
180 0.011768 302568 123826 81867 23 45 43 23 45 43 8833 820
200 0.012464 336166 137578 90967 23 49 43 23 49 43 9809 824
210 0.014204 369754 151320 100067 23 50 43 23 50 43 10780 975
220 0.014669 406788 166474 110077 23 55 43 23 55 43 11867 1076
242 0.021067 447439 183110 121088 23 51 43 23 51 43 13046 1141
253 0.016519 488098 199744 132099 23 52 43 23 52 43 14224 1294
264 0.017189 532576 217946 144111 23 56 43 23 56 43 15537 1430
288 0.018854 580966 237754 157215 23 58 43 23 58 43 16945 1466
300 0.020145 629394 257584 170319 23 60 43 23 60 43 18364 1560
312 0.022151 681740 278998 184515 23 63 43 23 63 43 19867 1723
338 0.022163 738629 302284 199894 23 65 43 23 65 43 21539 1892
351 0.023706 795496 325568 215273 23 65 43 23 65 43 23210 1981
364 0.024565 856676 350602 231835 23 66 43 23 66 43 24989 2116
392 0.025892 922670 377626 249671 23 69 43 23 69 43 26937 2200
406 0.028096 988646 404640 267507 23 74 43 23 74 43 28880 2174
420 0.029475 1059286 433550 286617 23 77 43 23 77 43 30945 2226
450 0.030899 1135052 464580 307092 23 81 43 23 81 43 33185 2210
465 0.034295 1210830 495608 327567 23 83 43 23 83 43 35424 2077
480 0.034720 1291664 528698 349407 23 86 43 23 86 43 37809 2014
512 0.036178 1377894 564026 372703 23 90 43 23 90 43 40369 1886
528 0.038584 1463826 599184 395999 23 90 47 23 90 47 42844 2461
544 0.040344 1555284 636606 420751 23 94 50 23 94 50 45507 2895
578 0.042960 1652338 676308 447050 23 97 53 23 97 53 48307 3272
595 0.044879 1749374 716008 473349 23 98 53 23 98 53 51106 3908
612 0.047552 1852368 758154 501195 23 101 53 23 101 53 54125 4338
648 0.049982 1961190 802682 530679 23 103 53 23 103 53 57273 4668
666 0.052818 2070002 847200 560163 23 107 53 23 107 53 60416 5260
684 0.056139 2185160 894326 591285 23 112 53 23 112 53 63801 5608
722 0.057272 2306419 943948 624136 23 115 53 23 115 53 67313 5807
741 0.060486 2427702 993568 656987 23 116 53 23 116 53 70824 6308
760 0.064352 2555760 1045978 691567 23 118 53 23 118 53 74609 6582
800 0.066914 2690150 1100986 727967 23 123 53 23 123 53 78513 6604
820 0.069722 2824498 1155952 764367 23 123 53 23 123 53 82396 7213
840 0.074495 2965852 1213798 802587 23 127 53 23 127 53 86539 7571
882 0.076904 3113989 1274412 842718 23 130 53 23 130 53 90827 7852
903 0.079953 3262144 1335024 882849 23 132 53 23 132 53 95114 8479
924 0.083507 3417732 1398698 924891 23 136 53 23 136 53 99693 8904
968 0.087716 3580334 1465242 968935 23 137 53 23 137 53 104409 9140
990 0.092566 3742966 1531776 1012979 23 147 53 23 147 53 109120 9754
1012 0.095938 3913414 1601534 1059025 23 148 53 23 148 53 114145 10240
1058 0.098392 4091148 1674276 1107164 23 154 53 23 154 53 119305 10431
1081 0.106501 4268950 1747016 1155303 23 156 53 23 156 53 124464 11042
1104 0.115637 4454992 1823162 1205535 23 159 53 23 159 53 129969 11594
1152 0.113697 4648550 1902394 1257951 23 164 53 23 164 53 135601 11734
1176 0.117962 4842258 1981712 1310367 23 164 53 23 164 53 141276 12115
1200 0.122802 5043468 2064030 1364967 23 169 53 23 169 53 147035 12736
1250 0.126100 5253837 2150118 1421842 23 171 53 23 171 53 153204 13496
1275 0.133853 5464084 2236204 1478717 23 172 53 23 172 53 159372 13872
1300 0.135776 5682300 2325490 1537867 23 175 53 23 175 53 165665 14502
1352 0.145681 5909854 2418634 1599383 23 178 53 23 178 53 172353 15148
1378 0.144523 6137318 2511768 1660899 23 187 53 23 187 53 179036 15505
1404 0.154523 6373174 2608282 1724781 23 192 53 23 192 53 185875 16063
1458 0.156989 6618588 2708754 1791120 23 199 53 23 199 53 193100 16590
1485 0.184030 6863970 2809224 1857459 23 200 53 23 200 53 200324 16778
1512 0.197262 7118208 2913274 1926255 23 205 53 23 205 53 207745 17276
1568 0.175224 7382182 3021370 1997599 23 208 53 23 208 53 215537 17612
1596 0.181925 7646082 3129424 2068943 23 208 53 23 208 53 223308 17514
1624 0.190342 7919104 3241166 2142835 23 215 53 23 215 53 231271 17797
1682 0.202104 8202260 3357110 2219366 23 217 53 23 217 53 239624 17984
1711 0.207031 8485426 3473052 2295897 23 217 53 23 217 53 247976 17702
1740 0.213680 8778176 3592882 2375067 23 223 53 23 223 53 256561 17762
1800 0.215396 9081238 3717002 2456967 23 226 53 23 226 53 265521 17676
1830 0.220897 9384346 3841112 2538867 23 241 53 23 241 53 274476 17149
1860 0.230684 9697456 3969290 2623497 23 247 53 23 247 53 283695 16999
1922 0.236397 10021097 4101858 2710948 23 251 53 23 251 53 293280 16698
1953 0.245017 10344846 4234424 2798399 23 253 53 23 253 53 302864 15962
1984 0.250492 10679056 4371258 2888671 23 258 53 23 258 53 312753 15606
2048 0.260624 11023974 4512570 2981855 23 261 53 23 261 53 322993 15098
2080 0.322083 11367698 4653200 3075039 23 264 56 23 264 56 332892 17396
2112 0.277681 11722652 4798446 3171135 23 271 60 23 271 60 343211 19055
2178 0.284515 12088358 4948022 3270234 23 272 63 23 272 63 353748 20567
2211 0.289988 12453950 5097596 3369333 23 276 63 23 273 63 364284 23023
2244 0.303425 12831312 5252018 3471435 23 277 63 23 277 63 375297 24706
2312 0.314883 13219526 5410826 3576631 23 280 63 23 280 63 386497 26192
2346 0.386970 13607666 5569624 3681827 23 319 63 23 299 63 397692 28729
2380 0.332920 14008072 5733482 3790117 23 309 63 23 303 63 409411 30391
2450 0.339004 14419471 5901794 3901592 23 311 63 23 311 63 421292 31822
2485 0.350622 14830862 6070104 4013067 23 318 63 23 312 63 433172 34407
2520 0.363204 15255056 6243706 4127727 23 317 63 23 317 63 445633 36038
2592 0.412081 15690342 6421818 4245663 23 321 63 23 321 63 458225 37352
2628 0.380270 16125586 6599888 4363599 23 320 63 23 320 63 470796 39716
2664 0.389894 16573972 6783390 4484811 23 325 63 23 325 63 483959 41105
2738 0.402690 17033769 6971526 4609390 23 328 63 23 328 63 497256 42209
2775 0.410286 17493616 7159660 4733969 23 327 63 23 327 63 510552 44425
2812 0.500003 17967140 7353458 4861915 23 331 63 23 331 63 524497 45686
2888 0.434304 18452174 7551946 4993319 23 336 63 23 336 63 538545 46456
2926 0.452945 18937302 7750424 5124723 23 357 63 23 357 63 552588 48463
2964 0.462130 19436598 7954778 5259585 23 362 63 23 362 63 567327 49557
3042 0.533303 19947544 8163890 5397996 23 375 63 23 374 63 582144 49993
3081 0.484022 20458654 8373000 5536407 23 379 63 23 375 63 596960 51801
3120 0.493468 20984464 8588218 5678367 23 379 63 23 379 63 612529 52749
3200 0.504078 21522022 8808250 5823967 23 384 63 23 384 63 628145 52840
3240 0.518387 22059410 9028112 5969567 23 387 63 23 387 63 643676 55283
3280 0.529843 22611244 9253950 6118807 23 391 63 23 391 63 659835 56588
3362 0.540095 23175885 9484966 6271778 23 395 63 23 393 63 676164 57814
3403 0.644191 23740548 9715980 6424749 23 400 63 23 393 63 692492 60288
3444 0.576008 24320188 9953202 6581451 23 400 63 23 400 63 709505 61728
3528 0.587092 24912734 10195658 6741975 23 405 63 23 403 63 726657 62824
3570 0.595796 25505350 10438104 6902499 23 432 63 23 426 63 743804 65338
3612 0.613294 26113430 10686970 7066845 23 436 63 23 432 63 761683 66902
3698 0.624975 26734556 10941138 7235104 23 457 63 23 445 63 779676 67950
3741 0.693997 27355826 11195304 7403363 23 503 63 23 446 63 797668 70454
3784 0.662900 27993088 11456122 7575535 23 459 63 23 449 63 816449 72192
3872 0.689312 28643494 11722298 7751711 23 460 63 23 456 63 835313 73128
3916 0.750257 29294018 11988432 7927887 23 493 63 23 456 63 854156 75590
3960 0.704977 29960864 12261358 8108067 23 466 63 23 463 63 873799 77424
4050 0.720927 30641172 12539766 8292342 23 480 63 23 466 63 893528 78305
4095 0.740785 31321698 12818172 8476617 23 555 63 23 468 63 913256 80766
4140 0.752307 32019072 13103602 8664987 23 487 63 23 474 63 933841 82720
4232 0.771211 32730006 13394570 8857543 23 484 63 23 476 63 954481 83456
4278 0.788668 33441210 13685528 9050099 23 612 63 23 500 63 975116 85905
4324 0.798947 34169744 13983722 9246841 23 526 63 23 507 63 996655 87983
4418 0.825876 34911977 14287522 9447860 23 558 63 23 521 63 1018224 88638
4465 0.841801 35654558 14591320 9648879 23 622 63 23 521 63 1039792 91092
4512 0.854158 36414992 14902586 9854175 23 549 63 23 526 63 1062321 93318
4608 0.867882 37189222 15219514 10063839 23 564 63 23 530 63 1084849 93874
4656 0.888504 37964050 15536784 10273503 23 671 63 23 531 63 1107548 95406
4704 0.910192 38752524 15859374 10487535 23 556 63 23 538 63 1130075 97784
4802 0.925292 39560665 16190040 10706026 23 594 63 23 542 63 1153749 100930
4851 0.938990 40368228 16520704 10924517 23 687 63 23 543 63 1177422 102493
4900 0.970630 41190044 16856954 11147467 23 589 63 23 551 63 1200997 104970
5000 0.987942 42031518 17201306 11374967 23 601 63 23 554 63 1225673 107984
5050 0.996679 42872502 17545648 11602467 23 763 63 23 581 63 1250344 109486
5100 1.010547 43728302 17895822 11834517 23 671 63 23 586 63 1274981 111956
5202 1.039939 44603792 18254136 12071208 23 703 63 23 602 63 1300679 114797
5253 1.057640 45478906 18612448 12307899 23 829 63 23 603 63 1326376 116157
5304 1.089186 46369440 18976858 12549231 23 707 63 23 609 63 1352113 118610
5408 1.101042 47279654 19349434 12795295 23 713 63 23 613 63 1378865 121192
5460 1.122799 48189506 19721968 13041359 23 898 64 23 615 63 1405596 122624
5512 1.148241 49115184 20100774 13292155 23 724 63 23 622 63 1432395 124884
5618 1.173601 50060752 20487840 13547774 23 753 63 23 627 63 1460197 127359
5671 1.190804 51006098 20874904 13803393 23 905 63 23 627 63 1487998 128473
5724 1.223032 51967872 21268506 14063835 23 743 63 23 635 63 1515941 130638
5832 1.250273 52949526 21670394 14329191 23 734 63 23 637 63 1544841 132728
5886 1.253960 53931050 22072272 14594547 23 1049 63 23 667 63 1573736 133484
5940 1.279442 54929560 22480934 14864817 23 871 63 23 671 63 1602837 135528
6050 1.291808 55947981 22897920 15140092 23 875 63 23 687 63 1632855 137270
6105 1.327088 56966390 23314904 15415367 23 1094 63 23 688 63 1662872 137645
6160 1.349156 58002384 23738938 15695647 23 906 63 23 698 63 1693169 139560
6272 1.374909 59058278 24171322 15981023 23 865 63 23 701 63 1724337 140904
6328 1.415692 60113874 24603536 16266399 23 1150 63 23 704 63 1755420 140521
6384 1.437394 61186868 25042702 16556871 23 943 63 23 710 63 1786675 141789
6498 1.472980 62280712 25490552 16852530 23 927 63 23 715 63 1818909 143025
6555 1.477666 63374498 25938400 17148189 23 1295 63 23 715 63 1851142 142285
6612 1.521329 64486280 26393466 17449035 23 977 63 23 723 63 1883621 143142
6728 1.515840 65618902 26857242 17755159 23 941 63 23 726 63 1917033 143864
6786 1.533654 66751562 27321008 18061283 23 1374 63 23 759 63 1950440 142748
6844 1.584425 67902772 27792238 18372685 23 1076 63 23 765 63 1984157 143156
6962 1.619988 69074853 28272216 18689456 23 1122 63 23 783 63 2018767 143366
7021 1.670495 70247094 28752192 19006227 23 1473 63 23 783 63 2053376 141793
7080 1.658863 71438480 29239898 19328367 23 1340 63 23 791 63 2088369 141762
7200 1.682796 72650726 29736378 19655967 23 1196 63 23 797 63 2124209 141416
7260 1.732018 73863154 30232816 19983567 23 1722 63 23 800 63 2160028 139315
7320 1.794404 75095124 30737158 20316627 23 1435 64 23 808 63 2196259 138883
7442 1.757086 76348163 31250368 20655238 23 1204 65 23 812 63 2233325 138164
7503 1.804172 77601532 31763576 20993849 23 1748 63 23 811 63 2270390 135659
7564 1.844616 78875036 32284954 21338011 23 1420 63 23 820 63 2307941 134806
7688 1.903819 80169598 32815226 21687815 23 1226 63 23 822 63 2346281 133576
7750 1.923068 81464590 33345488 22037619 23 1734 63 23 856 63 2384616 130640
7812 1.931414 82780266 33884166 22393065 23 1475 63 23 862 63 2423501 129389
7938 1.946764 84117030 34431776 22754244 23 1330 63 23 882 63 2463135 127745
8001 2.006007 85454350 34979384 23115423 23 1647 63 23 882 63 2502768 124436
8064 2.007207 86812944 35535674 23482335 23 1472 63 23 890 63 2543025 122822
8192 2.064452 88192614 36100922 23855071 23 1287 63 23 896 63 2583985 120794
8256 2.143154 89567506 36663440 24227807 23 1758 66 23 899 66 2623580 129984
8320 2.188146 90965548 37235534 24606367 23 1498 69 23 907 69 2664187 136437
8450 2.309340 92384394 37815800 24990842 23 1384 73 23 910 73 2705045 142451
8515 2.193540 93802678 38396064 25375317 23 1917 79 23 910 73 2745902 151985
8580 2.214682 95244864 38986234 25765707 23 1699 80 23 919 73 2787877 158526
8712 2.227114 96707686 39584538 26162103 23 1508 81 23 925 73 2830025 164552
8778 2.302719 98170050 40182832 26558499 23 2004 74 23 959 73 2872168 174369
8844 2.327242 99657024 40791342 26960901 23 1706 75 23 967 73 2915525 180943
