55 0.005898 37373 15240 10627 19 18 34 19 18 34 869 146
60 0.005381 44861 18294 12757 19 22 34 19 22 34 1043 132
72 0.005044 53849 21960 15313 19 23 34 19 23 34 1253 161
78 0.005353 62849 25632 17869 19 27 34 19 27 34 1469 159
84 0.005634 73335 29909 20851 19 32 34 19 32 34 1714 186
98 0.006002 85571 34900 24330 19 31 34 19 31 34 2001 205
105 0.006331 97821 39898 27809 19 31 34 19 31 34 2295 233
112 0.006851 111805 45602 31785 19 33 34 19 33 34 2623 270
128 0.006954 127789 52122 36329 19 35 34 19 35 34 2999 303
136 0.007270 143789 58650 40873 19 37 37 19 37 37 3383 361
144 0.007681 161771 65985 45985 19 42 40 19 42 40 3806 407
162 0.008431 182003 74238 51736 19 41 43 19 41 43 4283 470
171 0.009289 202253 82500 57487 19 41 43 19 41 43 4769 551
180 0.009100 224733 91670 63877 19 44 43 19 44 43 5299 613
200 0.009504 249713 101860 70977 19 48 43 19 48 43 5889 693
210 0.010071 274713 112060 78077 19 49 43 19 49 43 6489 793
220 0.011283 302191 123269 85887 19 54 43 19 54 43 7138 873
242 0.012379 332419 135600 94478 19 50 43 19 50 43 7853 972
253 0.011981 362669 147942 103069 19 51 43 19 51 43 8579 1093
264 0.013298 395645 161394 112441 19 55 43 19 55 43 9359 1193
288 0.013593 431621 176070 122665 19 57 43 19 57 43 10211 1313
300 0.014610 467621 190758 132889 19 59 43 19 59 43 11075 1313
312 0.015165 506595 206657 143965 19 62 43 19 62 43 11998 1420
338 0.016105 548819 223882 155964 19 64 43 19 64 43 12999 1511
351 0.016883 591069 241120 167963 19 64 43 19 64 43 14013 1511
364 0.018928 636541 259670 180885 19 65 43 19 65 43 15091 1625
392 0.019458 685513 279648 194801 19 68 43 19 68 43 16253 1723
406 0.020706 734513 299640 208717 19 73 43 19 73 43 17429 1723
420 0.021957 786983 321045 223627 19 76 43 19 76 43 18674 1847
450 0.023110 843203 343980 239602 19 80 43 19 80 43 20009 1967
465 0.023887 899453 366930 255577 19 82 43 19 82 43 21359 2192
480 0.025132 959421 391394 272617 19 85 43 19 85 43 22783 2341
512 0.027481 1023389 417490 290793 19 89 43 19 89 43 24303 2489
528 0.028168 1087389 443602 308969 19 89 47 19 89 47 25839 2743
544 0.029016 1155355 471329 328281 19 93 50 19 93 50 27454 2916
578 0.030706 1227571 500790 348800 19 96 53 19 96 53 29171 3120
595 0.032373 1299821 530268 369319 19 97 53 19 97 53 30905 3409
612 0.033860 1376285 561462 391045 19 100 53 19 100 53 32723 3611
648 0.035986 1457249 594492 414049 19 102 53 19 102 53 34649 3845
666 0.038060 1538249 627540 437053 19 106 53 19 106 53 36593 4169
684 0.039135 1623711 662405 461335 19 111 53 19 111 53 38626 4402
722 0.040898 1713923 699208 486966 19 114 53 19 114 53 40773 4668
741 0.042939 1804173 736030 512597 19 115 53 19 115 53 42939 5029
760 0.045745 1899133 774770 539577 19 117 53 19 117 53 45199 5295
800 0.047604 1999093 815550 567977 19 122 53 19 122 53 47579 5595
820 0.049468 2099093 856350 596377 19 122 53 19 122 53 49979 5995
840 0.052009 2204051 899169 626197 19 126 53 19 126 53 52478 6296
882 0.053729 2314259 944130 657508 19 129 53 19 129 53 55103 6632
903 0.056558 2424509 989112 688819 19 131 53 19 131 53 57749 7073
924 0.059148 2539965 1036214 721621 19 135 53 19 135 53 60499 7411
968 0.062250 2660921 1085560 755985 19 136 53 19 136 53 63381 7785
990 0.064181 2781921 1134928 790349 19 146 53 19 146 53 66285 8269
1012 0.067621 2908375 1186517 826275 19 147 53 19 147 53 69298 8646
1058 0.070289 3040579 1240452 863834 19 153 53 19 153 53 72449 9060
1081 0.073745 3172829 1294410 901393 19 155 53 19 155 53 75623 9589
1104 0.076125 3310781 1350690 940585 19 158 53 19 158 53 78911 10007
1152 0.080514 3454733 1409418 981481 19 163 53 19 163 53 82343 10463
1176 0.088305 3598733 1468170 1022377 19 163 53 19 163 53 85799 10463
1200 0.087291 3748683 1529345 1064977 19 168 53 19 168 53 89374 10895
1250 0.090381 3904883 1593070 1109352 19 170 53 19 170 53 93099 11295
1275 0.094292 4061133 1656820 1153727 19 171 53 19 171 53 96849 10895
1300 0.094352 4223581 1723094 1199877 19 174 53 19 174 53 100723 11327
1352 0.099863 4392529 1792020 1247873 19 177 53 19 177 53 104753 11743
1378 0.101818 4561529 1860972 1295869 19 186 53 19 186 53 108809 11743
1404 0.104929 4736975 1932549 1345711 19 191 53 19 191 53 112994 12191
1458 0.110382 4919171 2006880 1397470 19 198 53 19 198 53 117341 12623
1485 0.113064 5101421 2081238 1449229 19 199 53 19 199 53 121715 12623
1512 0.117647 5290365 2158322 1502905 19 204 53 19 204 53 126223 13087
1568 0.120925 5486309 2238262 1558569 19 207 53 19 207 53 130899 13535
1596 0.125531 5682309 2318230 1614233 19 207 53 19 207 53 135603 13535
1624 0.131119 5885251 2401025 1671885 19 214 53 19 214 53 140446 14019
1682 0.136830 6095443 2486778 1731596 19 216 53 19 216 53 145463 14512
1711 0.140234 6305693 2572560 1791307 19 216 53 19 216 53 150509 14976
1740 0.144914 6523133 2661270 1853077 19 222 53 19 222 53 155699 15493
1800 0.147613 6748073 2753040 1916977 19 225 53 19 225 53 161069 16003
1830 0.154415 6973073 2844840 1980877 19 240 53 19 240 53 166469 16903
1860 0.160090 7205511 2939669 2046907 19 246 53 19 246 53 172018 17467
1922 0.164316 7445699 3037660 2115138 19 250 53 19 250 53 177753 18025
1953 0.169148 7685949 3135682 2183369 19 252 53 19 252 53 183519 17994
